Supplementary Data 1. Growth inhibition data against A. baumannii for model training,,,,
SMILES,Name,Rep 1,Rep 2,Mean
Cc1ccc(Oc2ccccc2)c(NC(=O)c2ccccc2)c1,BRD-K83767989,0.832063229,0.824860291,0.82846176
C/N=C1/S[C@@H]2CS(=O)(=O)C[C@@H]2N1C,BRD-K83782936,0.859262119,0.936839212,0.898050665
C[C@H](O)C#Cc1ccc2c(c1)O[C@H](CN(C)C(=O)c1ccncc1)[C@H](C)CN([C@@H](C)CO)S2(=O)=O,BRD-K83794716,0.996769936,1.201516245,1.09914309
C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(-c3ccccc3F)cc2O[C@H]1CN(C)Cc1cncnc1,BRD-K83812271,0.987703653,0.839815495,0.913759574
COc1ccc(S(=O)(=O)N[C@H]2CC[C@H](CCNC(=O)CN3CCOCC3)O[C@@H]2CO)cc1,BRD-K83814973,1.048031501,1.065882432,1.056956967
O=C(C[C@H]1CC[C@@H]2[C@H](COC[C@H](O)CN2C(=O)Nc2ccc(Cl)c(Cl)c2)O1)NCc1ccc(Cl)c(Cl)c1,BRD-K83820188,0.804712303,1.04470434,0.924708321
O=C(C[C@H]1CC[C@@H]2[C@H](COC[C@H](O)CN2C(=O)c2ccccc2)O1)N1CCOCC1,BRD-K83848896,1.085922347,0.958749538,1.022335942
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2cccc(F)c2)Oc2c(NC(=O)Nc3cccc4ccccc34)cccc2C1=O,BRD-K83849126,1.038357289,0.87615879,0.957258039
CC1(C)N=C(N)N=C(N)N1c1ccccc1,BRD-K83857919,1.135620861,0.813448409,0.974534635
CC(CO)(CO)NC(=O)NC1CCCCC1,BRD-K83873601,1.072137831,1.436346996,1.254242413
O=C(C[C@H]1C=C[C@H](NC(=O)CN2CCOCC2)[C@@H](CO)O1)NC1CCCCC1,BRD-K83875224,1.008339929,0.897159259,0.952749594
C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)C2CCC2)Oc2cc(C#Cc3ccncc3)ccc2S1(=O)=O,BRD-K83892182,0.939323168,0.944756235,0.942039702
NC(=O)CC[C@H](N)C(=O)O,BRD-K83896451,1.088693289,1.102589042,1.095641165
Cn1c(=O)n(C)c2cc(CN)ccc21,BRD-K83910751,0.992711637,1.138936525,1.065824081
CS(=O)(=O)NCCc1ccccc1,BRD-K83960633,1.088902703,0.982940235,1.035921469
CO[C@H]1/C=C\C=C(/C)C(=O)NC2=CC(=O)C(NCCN(C)C)=C(C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@@H]1OC(N)=O)C2=O,BRD-K83988098,1.060078311,1.194327084,1.127202697
O=C(CN1CCOCC1)N[C@@H]1CC[C@H](CCNC(=O)C2CCC2)O[C@H]1CO,BRD-K84024786,1.042230153,0.868679967,0.95545506
O=C(C[C@@H]1C=C[C@@H](NC(=O)Cc2ccccn2)[C@@H](CO)O1)NCCCN1CCOCC1,BRD-K84048601,0.852684677,1.069278787,0.960981732
COc1cccc(NC(=O)N[C@@H]2C=C[C@@H](CC(=O)N3CCOCC3)O[C@H]2CO)c1,BRD-K84052780,0.959534443,1.10610908,1.032821762
Cc1ccc(S[C@]2(C(=O)NC(C)C)CC(=O)N(Cc3ccccc3C(F)(F)F)[C@@H]2c2ccc(CO)cc2)cc1,BRD-K84081607,1.02190075,0.778633188,0.900266969
Cc1cc2n(c(=O)c1C(N)=O)CCO2,BRD-K84103085,1.063631803,0.996514775,1.030073289
COCC(=O)N1C[C@@H](C)[C@H](OC)CN(C)C(=O)c2cc(NC(=O)c3cc(C)on3)ccc2OC[C@@H]1C,BRD-K84103449,0.884352527,1.044058594,0.964205561
Cn1cnc(CCNC(=O)C[C@@H]2CC[C@H]3[C@@H](COC[C@H](O)CN3C(=O)Nc3ccc(Cl)cc3)O2)c1,BRD-K84109795,0.807615537,0.818572486,0.813094012
CC(C)(C)OC(=O)C[C@@H]1CC=CC[C@@H](CC(=O)NCCO)C(=O)N[C@@H](Cc2ccccc2)COC1=O,BRD-K84144583,1.167817025,0.868510546,1.018163785
CC1(C)NCS[C@H]1C(=O)O,BRD-K84173642,1.163568278,1.164315497,1.163941888
C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)c2cnccn2)Oc2cc(C3=CCCC3)ccc2S1(=O)=O,BRD-K84235037,1.038041613,0.913314881,0.975678247
COC[C@@H]1CN(C(=O)c2cscn2)N1C,BRD-K84263356,1.081815332,0.963834767,1.02282505
CO[C@H]1CN(C)C(=O)c2ccc(NS(=O)(=O)c3cn(C)cn3)cc2OC[C@@H](C)N(Cc2cccc(F)c2)C[C@H]1C,BRD-K84310612,0.84079713,0.940818756,0.890807943
CO[C@@H]1CN(C)C(=O)c2ccc(NC(=O)Nc3ccc(Cl)cc3)cc2OC[C@H](C)N(C(=O)Nc2c(C)noc2C)C[C@@H]1C,BRD-K84349953,0.730910077,0.893670841,0.812290459
CCOC(=O)CC1=NNC(=N)SC1,BRD-K84429810,0.982358738,0.938635721,0.96049723
COc1ccccc1S(=O)(=O)N[C@@H]1CC[C@@H](CCNC(=O)C2CC2)O[C@H]1CO,BRD-K84447980,1.170646429,0.952122185,1.061384307
c1cn(-c2ccc(-n3ccnc3)nn2)cn1,BRD-K84449032,1.089783042,0.950887934,1.020335488
COCC(=O)N(C)C[C@H]1Oc2cc(-c3ccc(OC)cc3)ccc2S(=O)(=O)N([C@@H](C)CO)C[C@H]1C,BRD-K84492555,1.058915787,0.970061967,1.014488877
CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)c3ccccc3)ccc2OC[C@@H](C)N(C(=O)CN(C)C)C[C@@H]1C,BRD-K84586608,1.118172497,1.171990679,1.145081588
NC(=O)c1ccc(N)nc1,BRD-K84588697,0.770792885,1.315380748,1.043086817
O=C(CCNc1n[nH]c(=O)[nH]c1=O)NCc1ccco1,BRD-K84594690,0.980410779,0.959492055,0.969951417
O=c1cc(Cl)[nH]c(=O)[nH]1,BRD-K84611940,1.143827144,0.883511944,1.013669544
CC(C)C#Cc1ccc2c(c1)O[C@@H](CN(C)C(=O)c1cccc(F)c1)[C@H](C)CN([C@@H](C)CO)S2(=O)=O,BRD-K84696136,0.801395105,0.908868449,0.855131777
C=c1ccc(S(=O)(=O)N2CCCC2)cc1=C1NN=C2c3ccccc3C(C)=NN21,BRD-K84710925,1.1363811,0.891439635,1.013910368
COc1ccc(S(=O)(=O)N[C@@H]2CC[C@@H](CC(=O)N3CCN(c4ccccc4)CC3)O[C@@H]2CO)cc1,BRD-K84723303,0.951667085,1.033811602,0.992739343
CO[C@H](CN(C)S(=O)(=O)c1cccc(Cl)c1)[C@@H](C)CN([C@H](C)CO)S(=O)(=O)c1cccc(Cl)c1,BRD-K84739463,0.94300389,1.252883136,1.097943513
O=C(COc1ccccc1)N1CCNC1=O,BRD-K84740119,0.97582586,1.098187922,1.037006891
CCNC(=O)C[C@@H]1CC[C@H](NC(=O)C2CCOCC2)[C@H](CO)O1,BRD-K84741832,1.037798729,1.295642397,1.166720563
O=C(N/N=C/[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO)c1ccccn1,BRD-K84750222,1.026571437,0.967140075,0.996855756
CSc1scc(-c2cc(Cl)cc(Cl)c2)c1C#N,BRD-K84758531,1.176632532,1.044276853,1.110454692
CC1=CC2(CO)C(=O)[C@]3(CO3)C1[C@H]1[C@]2(C)C=C(CO)C(=O)[C@]12CO2,BRD-K84780690,0.477353307,0.601614842,0.539484074
O=C(CCCCC(=O)N/N=C/[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)CO)NO,BRD-K84803513,0.861683802,1.013248039,0.937465921
COc1cc(N2CCN(S(C)(=O)=O)CC2)nc(C)n1,BRD-K84809197,1.013084896,1.147268272,1.080176584
O=C(NCCN1CCOCC1)[C@]1(CCS(=O)(=O)c2ccccc2)N=C(c2ccc(OCCCO)cc2)O[C@@H]1c1ccccc1,BRD-K84840693,0.858991216,0.746809807,0.802900511
Cc1c(C#N)c(Sc2ccccc2Cl)nc2ccccc12,BRD-K84879070,1.260126026,0.833141255,1.046633641
C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#CC3CCCC3)cc2O[C@H]1CN(C)Cc1cncnc1,BRD-K84909597,0.686658723,0.860296482,0.773477603
NSC(=S)N1CCCC1,BRD-K84919712,0.874548048,0.899361877,0.886954963
Nc1ccc(Cl)cc1Cl,BRD-K84921650,1.07817095,0.817320899,0.947745924
C[C@@H](O)C#Cc1ccc2c(c1)O[C@H](CN(C)C)[C@H](C)CN([C@H](C)CO)S2(=O)=O,BRD-K84940252,0.975057264,1.124706884,1.049882074
O=c1c(O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,BRD-K84955386,1.107223047,1.075988016,1.091605532
O=C(C[C@H]1CC[C@H]2[C@@H](COC[C@@H](O)CN2Cc2cccc(C(F)(F)F)c2)O1)NCCc1ccncc1,BRD-K84976438,0.954876827,0.750145676,0.852511252
Cc1ccccc1Nc1nnc(C)c(=O)n1N,BRD-K84997886,1.066210259,1.150861477,1.108535868
O=C(Cc1ccccn1)NCC[C@H]1CC[C@@H](NC(=O)CN2CCOCC2)[C@H](CO)O1,BRD-K85007233,0.940406853,0.986527729,0.963467291
CCS(=O)(=O)NCC[C@@H]1CC[C@@H](NC(=O)C2CCOCC2)[C@H](CO)O1,BRD-K85036455,1.13628035,0.977119454,1.056699902
O=C(C[C@H]1C=C[C@H](NS(=O)(=O)c2ccccc2)[C@H](CO)O1)NCc1ccncn1,BRD-K85037569,1.327315886,0.961565886,1.144440886
CO[C@H]1CN(C)C(=O)c2ccc(NC(=O)c3ccc(F)cc3)cc2OC[C@H](C)N(C(=O)CN(C)C)C[C@@H]1C,BRD-K85038436,1.261538571,0.967809182,1.114673876
COCC#Cc1ccc2c(c1)O[C@@H](CN(C)C(=O)c1ccccc1F)[C@H](C)CN([C@H](C)CO)S2(=O)=O,BRD-K85064040,1.127748507,1.019909992,1.073829249
CSc1nc(C)cc(NC(N)=O)n1,BRD-K85082048,1.134746983,1.222023767,1.178385375
O=C(C[C@@H]1CC[C@H](NC(=O)c2ccc(F)cc2)[C@H](CO)O1)NCc1ccncn1,BRD-K85088178,0.931475385,0.984454372,0.957964879
Cc1ccc(S(=O)(=O)N[C@@H]2CC[C@H](CC(=O)NCc3ccc(Cl)c(Cl)c3)O[C@@H]2CO)cc1,BRD-K85089624,0.865651505,0.744666283,0.805158894
CCN1C(=O)/C(=C/c2ccc[nH]2)C(=O)NC1=S,BRD-K85129386,0.848310785,1.018734505,0.933522645
CN(C)Cc1cn(CC[C@H]2CC[C@@H](NS(=O)(=O)c3ccccc3)[C@H](CO)O2)nn1,BRD-K85145406,1.020319653,0.915014819,0.967667236
O=C(O)P(=O)(O)O,BRD-K85146014,0.117468495,0.097452277,0.107460386
C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(C#CC3CC3)cc2O[C@@H]1CN(C)Cc1ccccc1F,BRD-K85168089,1.187445269,1.826388758,1.506917014
C[C@H]1CN([C@H](C)CO)C(=O)c2cc(C#Cc3cccc(F)c3)cnc2O[C@@H]1CN(C)C(=O)C1CCOCC1,BRD-K85172459,1.056863925,0.885376715,0.97112032
COc1ccc(NC(=O)N[C@@H]2CC[C@H](CCNC(=O)CN3CCOCC3)O[C@H]2CO)cc1,BRD-K85173763,0.81080349,0.807742807,0.809273149
COc1ccc(C#Cc2ccc3c(c2)[C@]2(C(=O)N3)[C@H](C(=O)Nc3nc4ccccc4s3)[C@H]3C(=O)O[C@H](c4ccccc4)[C@H](c4ccccc4)N3[C@@H]2c2ccccc2OCCO)cc1,BRD-K85211138,1.123512449,1.070658894,1.097085671
O=C(C[C@H]1CC[C@H]2[C@@H](COC[C@H](O)CN2S(=O)(=O)c2ccc(Cl)cc2)O1)N[C@H]1CCN(Cc2ccccc2)C1,BRD-K85227407,0.951698249,0.946797198,0.949247724
O=C(N[C@H]1CC=CC[C@H](CC(=O)N(CCO)Cc2ccccc2)C(=O)NCC(c2ccccc2)OC1=O)OCC1c2ccccc2-c2ccccc21,BRD-K85236472,1.112505011,1.205213587,1.158859299
CN1CCN(C(=O)C[C@H]2C[C@@H]3c4cc(NC(=O)c5ccc6c(c5)OCO6)ccc4O[C@@H]3[C@H](CO)O2)CC1,BRD-K85242441,1.007998709,1.073571828,1.040785269
COCC(=O)N1C[C@H](C)[C@@H](OC)CN(C)C(=O)c2cc(NC(=O)Nc3cccc(F)c3)ccc2OC[C@H]1C,BRD-K85259624,1.181396281,0.83507143,1.008233855
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2ccccc2F)Oc2cc(C#Cc3cccc(F)c3)ccc2S1(=O)=O,BRD-K85269028,1.215187882,1.077018612,1.146103247
CCCN1C[C@H](C)[C@@H](OC)CN(C)C(=O)c2cc(NS(=O)(=O)c3cn(C)cn3)ccc2OC[C@H]1C,BRD-K85279900,0.814791921,1.08669727,0.950744596
NC(=S)c1cnc(-c2ccncc2)nc1N,BRD-K85282314,0.72006824,1.148187868,0.934128054
Cn1cnc(CCNC(=O)C[C@@H]2CC[C@@H]3[C@H](COC[C@@H](O)CN3C(=O)Nc3ccc(Cl)cc3)O2)c1,BRD-K85289081,0.895538739,1.08907478,0.99230676
C=CCOC(=O)[C@@H]1[C@H]2C(=O)O[C@H](c3ccccc3)[C@H](c3ccccc3)N2[C@H](c2ccc(OCCOC(=O)[C@H]3C[C@H]4C(=O)N[C@@H](CC(C)C)C(=O)N4[C@H]3c3cccc(OCCO)c3)cc2)[C@@]12C(=O)Nc1ccc(I)cc12,BRD-K85289865,1.034853515,1.206862355,1.120857935
O=C(O)Cn1cc2c(n1)CCCC2,BRD-K85296276,1.092642612,1.006166451,1.049404532
O=[N+]([O-])c1ncn(Cc2ccccn2)n1,BRD-K85326395,0.830668868,0.807505259,0.819087063
COc1ccc(S(=O)(=O)N(C)C)cc1,BRD-K85402069,0.887961396,0.860571006,0.874266201
C=CCOC(=O)[C@@H]1[C@H]2C(=O)O[C@H](c3ccccc3)[C@H](c3ccccc3)N2[C@H](c2ccc(OCCOC(=O)[C@H]3C[C@H]4C(=O)NCC(=O)N4[C@H]3c3cccc(OCCO)c3)cc2)[C@@]12C(=O)Nc1ccc(I)cc12,BRD-K85411847,0.978987412,1.271372756,1.125180084
O=C(C[C@H]1C[C@H]2c3cc(NS(=O)(=O)c4ccc(F)cc4)ccc3O[C@H]2[C@@H](CO)O1)NCc1cccnc1,BRD-K85433055,1.089807415,1.130160282,1.109983849
NS(=O)(=O)c1ccc(Cl)c2nonc12,BRD-K85445560,0.965634277,1.057257614,1.011445945
c1ccc2c(-c3cn[nH]c3)ccnc2c1,BRD-K85468687,0.857772939,0.786884287,0.822328613
N#C/C(=N\O)C(=O)c1ccco1,BRD-K85485146,0.966298142,0.965082048,0.965690095
CO[C@H](CN(C)C(=O)c1ccc2c(c1)OCO2)[C@@H](C)CN([C@H](C)CO)S(=O)(=O)c1ccc(C)cc1,BRD-K85498716,1.108461786,1.037878126,1.073169956
N#CCNC(=O)CN1C(=O)c2ccccc2C1=O,BRD-K85525946,0.962462449,0.922233338,0.942347893
Nc1ccc(Oc2ccccc2)cc1,BRD-K85539327,0.818386259,0.869818091,0.844102175
CCn1c2c(c3cc(C4CCCCC4)ccc31)CCCC2=O,BRD-K85575380,1.003605458,1.004466968,1.004036213
Fc1cccc(-c2csc(COc3ccccc3Cl)n2)c1,BRD-K85583112,0.786697712,1.239549279,1.013123495
O=C(CCCCC(=O)N/N=C/[C@H](O)[C@@H](O)[C@H](O)CO)NO,BRD-K85612381,0.978819938,1.018900536,0.998860237
Cc1ccc(S(=O)(=O)NC2=NCN(CCN3CCOCC3)CN2)cc1,BRD-K85666314,1.0342612,0.908370097,0.971315649
O=C(Cc1ccccn1)NCC[C@H]1CC[C@H](NC(=O)CN2CCOCC2)[C@H](CO)O1,BRD-K85671993,0.797848027,1.058819488,0.928333757
C[C@H]1CN([C@@H](C)CO)C(=O)c2cc(C#Cc3ccccc3F)cnc2O[C@H]1CN(C)S(=O)(=O)c1ccccc1,BRD-K85674465,1.021058568,0.898451916,0.959755242
COc1ccc(S(=O)(=O)N2C[C@@H](O)COC[C@@H]3O[C@H](CC(=O)NCCN4CCCCC4)CC[C@H]32)cc1,BRD-K85678979,0.833526572,0.88201402,0.857770296
NCCCc1nc2c(s1)CCCC2,BRD-K85686863,0.97725032,1.000576242,0.988913281
C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccc(F)cc3)cc2O[C@@H]1CN(C)S(=O)(=O)c1ccc(F)cc1,BRD-K85696756,1.073814105,1.317780076,1.19579709
C[C@H]1CN([C@H](C)CO)C(=O)c2cc(C#CC3(O)CCCC3)cnc2O[C@@H]1CN(C)C(=O)Cc1ccncc1,BRD-K85734737,1.307092661,0.852464946,1.079778803
CO[C@H](CN(C)C(=O)c1ccccc1F)[C@@H](C)CN([C@H](C)CO)S(=O)(=O)c1ccc(Cl)cc1,BRD-K85739307,0.963230277,1.031504955,0.997367616
O=C(CNc1ccc2c(c1)oc1ccccc12)c1ccc(F)cc1,BRD-K85782721,0.428264435,0.320582314,0.374423374
C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccncc3)cc2O[C@H]1CN(C)C(=O)c1ccncc1,BRD-K85819343,0.919474745,0.958970463,0.939222604
Cc1ccc(S(=O)(=O)NCC[C@@H]2CC[C@@H](NS(=O)(=O)c3ccccc3Cl)[C@@H](CO)O2)cc1,BRD-K85823290,0.960947896,0.980900935,0.970924416
O=C(C[C@@H]1C=C[C@H](NC(=O)CN2CCOCC2)[C@@H](CO)O1)NC1CCC1,BRD-K85831672,1.004386067,0.939392894,0.97188948
O=C(C[C@H]1CC[C@H]2[C@@H](COC[C@@H](O)CN2S(=O)(=O)c2ccccc2)O1)N1CCOCC1,BRD-K85883556,0.909277247,1.077589148,0.993433197
CCCNC(=O)N1C[C@H](O)COC[C@H]2O[C@H](CC(=O)NCCCN3CCOCC3)CC[C@@H]21,BRD-K85893410,1.252244617,1.133581039,1.192912828
O=C(C[C@@H]1C[C@@H]2c3cc(NS(=O)(=O)c4ccccc4)ccc3O[C@@H]2[C@H](CO)O1)NC1CCCCC1,BRD-K85914262,0.931318,0.979421724,0.955369862
O=C1NC(=S)N/C1=C\c1ccco1,BRD-K85924431,0.938205913,0.93913671,0.938671311
COCCCNC(=O)[C@@]1(Sc2ccc(C)cc2)CC(=O)N(Cc2ccccc2C(F)(F)F)[C@@H]1c1ccc(CO)cc1I,BRD-K85927333,0.895176464,1.230631707,1.062904085
c1ccc(Nc2ncnc3cc(-c4ccccc4)sc23)cc1,BRD-K85964860,0.91067284,1.189648031,1.050160435
C=CCC[C@@H](Cc1ccc(F)cc1)C(=O)OC[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CC=C)CC(=O)N(CCO)Cc1ccccc1,BRD-K85965666,1.369478382,1.567790678,1.46863453
Cc1noc(C)c1NC(=O)N[C@@H]1C=C[C@@H](CC(=O)N2CCN(C)CC2)O[C@@H]1CO,BRD-K85971518,0.937441396,0.94821826,0.942829828
O=C(N/N=C/[C@@H](O)[C@H](O)[C@H](O)CO)c1ccccn1,BRD-K85975135,1.122104589,0.932268293,1.027186441
COCc1cn(C[C@H](Cc2ccccc2)NC(=O)N[C@H](CO)CCc2oc(C(=O)N3CCOCC3)c(C(=O)OC)c2C(=O)OC)nn1,BRD-K85984967,0.742174261,1.07371719,0.907945726
CC[n+]1oc(-c2ccccc2)cc1C,BRD-K85991750,1.11186193,0.787688534,0.949775232
O=C(CCC1=NS(=O)(=O)c2cc(Br)cnc2N1)N1CCOCC1,BRD-K86007461,1.010657072,0.981340398,0.995998735
NCCCC[C@H](N)C(=O)O,BRD-K86016185,1.036645718,1.160399869,1.098522794
NC(=O)c1c(Cl)ncc2c1NCC2,BRD-K86038427,0.948412262,0.950673458,0.94954286
COc1cccc(S(=O)(=O)Nc2ccc3c(c2)[C@@H]2C[C@H](CC(=O)NCc4cccc(F)c4)O[C@@H](CO)[C@@H]2O3)c1,BRD-K86039224,0.975896221,0.85592875,0.915912485
O=C(C[C@@H]1CC[C@H]2[C@@H](COC[C@H](O)CN2C(=O)Nc2cccc(F)c2)O1)NCc1ccccc1Cl,BRD-K86062480,0.848901645,1.041523775,0.94521271
C[C@H]1CN([C@@H](C)CO)C(=O)CCCn2nncc2CO[C@@H]1CN(C)S(=O)(=O)c1ccc(-n2cccn2)cc1,BRD-K86106744,0.95498341,0.952444407,0.953713909
COc1cccc(-c2ccc3c(c2)O[C@H](CN(C)C(=O)C2CCC2)[C@@H](C)CN([C@H](C)CO)S3(=O)=O)c1,BRD-K86114929,0.596925041,0.729700587,0.663312814
O=C(C[C@@H]1CC[C@@H]2[C@H](COC[C@@H](O)CN2C(=O)c2ccccc2F)O1)N1CCN(c2ccccc2)CC1,BRD-K86126485,0.828450257,0.899116,0.863783129
Cc1csc2sc(/C=N/Cc3cccs3)c(C)c12,BRD-K86127590,1.04015988,0.940049009,0.990104445
CN(C)c1nc2ncnc(N)c2[nH]1,BRD-K86202750,0.971480806,1.111137912,1.041309359
O=C(C[C@@H]1C[C@H]2c3cc(NS(=O)(=O)c4ccc(F)cc4)ccc3O[C@H]2[C@H](CO)O1)NCc1cccc(F)c1,BRD-K86208187,0.901341127,1.043178692,0.972259909
O=C(C[C@@H]1CC[C@@H]2[C@H](COC[C@H](O)CN2S(=O)(=O)c2ccc(Cl)cc2)O1)NCCN1CCCC1,BRD-K86245470,1.147295347,0.934051213,1.04067328
COc1cccc(-c2ccc3c(c2)O[C@@H](CN(C)C(=O)C2CC2)[C@H](C)CN([C@@H](C)CO)S3(=O)=O)c1,BRD-K86264025,0.934305044,1.111655549,1.022980297
C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)Cc2cccnc2)Oc2ncc(C#Cc3ccccc3F)cc2C1=O,BRD-K86265822,0.99977963,1.128848381,1.064314006
CCc1c(C)c2cc3c(-c4ccccc4)coc3cc2oc1=O,BRD-K86295309,1.295614291,1.158574861,1.227094576
O=c1nc[nH]c2n[nH]cc12,BRD-K86307448,1.033617539,1.071480816,1.052549177
Cn1cnc(S(=O)(=O)N2C[C@@H](O)COC[C@@H]3O[C@@H](CC(=O)NC4CCC4)CC[C@H]32)c1,BRD-K86312897,0.998689279,0.898830763,0.948760021
C[C@@H]1COCS(=O)(=O)N1,BRD-K86312916,1.107569719,1.314583991,1.211076855
Cn1cnc(S(=O)(=O)N[C@H]2CC[C@@H](CC(=O)N3CCN(c4ccccc4)CC3)O[C@H]2CO)c1,BRD-K86324038,0.984538446,1.149928374,1.06723341
O=C(CN1CCOCC1)NCC[C@H]1CC[C@@H](NC(=O)c2ccc3c(c2)OCO3)[C@H](CO)O1,BRD-K86371068,0.955519461,1.236453245,1.095986353
C[C@H](O)C#Cc1ccc2c(c1)O[C@H](CN(C)C(=O)Nc1ccccc1)[C@@H](C)CN([C@H](C)CO)S2(=O)=O,BRD-K86431655,0.894535753,0.917272006,0.905903879
O=C(C[C@H]1C=C[C@H](NC(=O)c2cccnc2)[C@@H](CO)O1)NCc1ccncn1,BRD-K86436954,1.166276442,1.026018272,1.096147357
O=C(C[C@@H]1C=C[C@H](NC(=O)c2ccc(F)cc2)[C@@H](CO)O1)NCc1ccncn1,BRD-K86441730,1.080555297,0.98949362,1.035024459
C=CCOc1ccc(CNn2nnnc2N)cc1,BRD-K86451921,0.774756901,1.155003067,0.964879984
O=C(C[C@@H]1C[C@H]2c3cc(NC(=O)Nc4ccc(C(F)(F)F)cc4)ccc3O[C@H]2[C@H](CO)O1)NC1CCCCC1,BRD-K86514474,0.985727251,1.198399589,1.09206342
CN1CCN(C(=O)C[C@@H]2CC[C@H]3[C@@H](COC[C@@H](O)CN3C(=O)Nc3cc(Cl)cc(Cl)c3)O2)CC1,BRD-K86547467,0.844293295,0.769782132,0.807037714
C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#CCN(C)C)cc2O[C@@H]1CN(C)Cc1ccccn1,BRD-K86553589,0.915867205,0.897736871,0.906802038
C=C(O)C(=O)O,BRD-K86587225,0.970989082,0.982265839,0.976627461
COC(=O)[C@@H](NC(=O)Cn1cc(CCC(=O)NO)nn1)c1ccccc1,BRD-K86594381,0.879812693,1.178727007,1.02926985
C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)S(C)(=O)=O)Oc2cc(C#CCN(C)C)ccc2S1(=O)=O,BRD-K86603726,1.053274485,1.111975733,1.082625109
C=CCN1C(=O)[C@]2(O[C@@H](CCOC(=O)NCCCCCC(=O)NO)[C@H]([Si](C)(C)c3ccc(OC)cc3)[C@H]2C)c2cc(I)ccc21,BRD-K86611807,0.906653323,0.990634333,0.948643828
O=C(C[C@@H]1CC[C@@H](NC(=O)c2ccc(F)cc2)[C@H](CO)O1)NCc1ccncn1,BRD-K86618560,1.081414208,0.614764452,0.84808933
CCS(=O)(=O)Nc1ccc2c(c1)C(=O)N(C)C[C@H](OC)[C@@H](C)CN(Cc1ccccn1)[C@H](C)CO2,BRD-K86631750,1.016148354,1.113012967,1.064580661
Cc1ccccc1NC(=O)CC(C)C,BRD-K86643622,0.955469237,0.95045756,0.952963399
O=C(O)c1cncnc1N1CCCC1,BRD-K86677400,1.021062961,0.910595321,0.965829141
Cc1cc2cc(CN)ccc2[nH]1,BRD-K86695541,0.957779266,0.933909995,0.945844631
O=C1O[C@@H](c2ccccc2)[C@@H](c2ccccc2)N2[C@@H](c3ccc(OCCO)cc3)[C@]3(C(=O)Nc4ccc(C#CC5=CCCCC5)cc43)[C@@H](C(=O)NC[C@H](O)c3ccccc3)[C@H]12,BRD-K86784651,1.160450175,1.236073891,1.198262033
COC[C@H]1CN(C(=O)c2cscn2)N1C,BRD-K86796908,1.073911159,1.099126125,1.086518642
COc1nonc1NC(C)=O,BRD-K86843063,0.899339872,1.036977172,0.968158522
CCC(=O)N[C@H]1CC[C@@H](CC(=O)OC)O[C@@H]1CO,BRD-K86845618,1.140983689,0.998336006,1.069659847
O=C(NCc1nc2ccccc2[nH]1)C1=C[C@H](c2csc3ccccc23)C[C@H](OCc2ccc(CO)cc2)O1,BRD-K86900291,1.032412788,1.105096946,1.068754867
CCNC(=O)C[C@H]1C=C[C@H](NC(=O)C2CCOCC2)[C@@H](CO)O1,BRD-K86903465,0.975220516,0.903267461,0.939243988
NCC[C@H]1CC[C@@H](NC(=O)C2CCCCC2)[C@H](CO)O1,BRD-K86937129,1.122554836,0.993967126,1.058260981
CCOc1ccnc2c1c(=O)n(CC(N)=O)c(=O)n2C,BRD-K86984214,1.160512534,1.271503649,1.216008091
C[C@H]1CN([C@H](C)CO)C(=O)c2cc(-c3cncnc3)cnc2O[C@@H]1CN(C)C(=O)CN1CCOCC1,BRD-K86986466,0.98666499,1.191985669,1.08932533
O=C(CCc1ccc(O)cc1)c1c(O)c([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(O)c([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1O,BRD-K87036325,1.003746657,1.045190555,1.024468606
COC(=O)c1ccc(S(N)(=O)=O)cc1,BRD-K87109366,0.973240045,0.942528623,0.957884334
CCNC(=O)C[C@H]1CC[C@H](NC(=O)C2CCOCC2)[C@H](CO)O1,BRD-K87109513,0.695224233,1.021512902,0.858368568
Cc1sc(C)c(CNc2ccccc2)c1CNc1ccccc1,BRD-K87144740,0.725797284,1.298318563,1.012057924
